en	fr
We oppose the excessive control the central administration of the Union and its Member States exercises AND we are calling for a reduction in the bureaucracy that has taken root in the drafting and implementation of programmes.	Nous nous opposons à l' interventionnisme de l' administration centrale de l' Union et de celle des États membres et nous demandons une réduction de la bureaucratie qui s' est incrustée dans l' élaboration et la réalisation des programmes.
Projects have to be carried out more efficiently, more flexibly AND they have to be made more productive.	Il faudrait que les projets soient plus efficaces, plus souples et produisent plus de résultats.
WHILE the report was being prepared, it was interesting to discuss the Union' s regional policy in general.	L' élaboration du rapport a été l' occasion de mener un intéressant débat sur la politique régionale communautaire en général.
For us new members, it was the first time, AND this was a very interesting process.	C' était pour nous, nouveaux députés, la première fois, et c' est un processus extrêmement intéressant.
This report is very good AND our Group supports it.	Ce rapport est tout à fait bon et notre groupe le soutient.
Bearing this in mind, this House should, in any event, demand that, BEFORE the Community support frameworks for the period in question are approved, they be studied and submitted for debate in this Parliament, specifically in light of the guidelines that we have presented today.	Compte tenu de ce qui précède, nous devons exiger en tout cas, à partir de cette Assemblée, que les cadres communautaires d'appui pour la période en question soient étudiés et soumis au débat dans ce Parlement, avant leur adoption et à la lumière des orientations que nous présentons aujourd'hui.
This is BECAUSE we think that they are particularly able to create employment in the poorest and least-developed regions and we would thus contribute to reversing the harmful trends towards inequality that exist in European society and to the move towards a fairer Europe.	Nous considérons qu'ils recèlent une capacité spéciale à créer des emplois dans les territoires les plus pauvres ou les moins développés. De cette manière, nous contribuerions à modifier les tendances négatives des inégalités existantes au sein de la société européenne et à faire progresser une Europe plus juste.
This is because we think that they are particularly able to create employment in the poorest and least-developed regions AND we would thus contribute to reversing the harmful trends towards inequality that exist in European society and to the move towards a fairer Europe.	Nous considérons qu'ils recèlent une capacité spéciale à créer des emplois dans les territoires les plus pauvres ou les moins développés. De cette manière, nous contribuerions à modifier les tendances négatives des inégalités existantes au sein de la société européenne et à faire progresser une Europe plus juste.
This is because we think that they are particularly able to create employment in the poorest and least-developed regions and we would THUS contribute to reversing the harmful trends towards inequality that exist in European society and to the move towards a fairer Europe.	Nous considérons qu'ils recèlent une capacité spéciale à créer des emplois dans les territoires les plus pauvres ou les moins développés. De cette manière, nous contribuerions à modifier les tendances négatives des inégalités existantes au sein de la société européenne et à faire progresser une Europe plus juste.
We are obliged to participate in drafting directives and ALSO in assessing their results.	Il est de notre devoir de participer à l'élaboration des orientations, mais également à l'évaluation des résultats.
We are obliged to do so BECAUSE we are the representatives of the citizens in a Europe of Citizens and not just in a Europe of States and of Regions.	Et cela parce que nous sommes les représentants des citoyens de l'Europe des citoyens, et pas seulement d'une Europe des États et des régions.
We will have to study several indicators, which will enable us to see the current state of regional societies that are in a worse situation than others, AND how they are evolving.	Il faudra étudier quelques indicateurs nous permettant d'étudier l'état et l'évolution des sociétés régionales qui sont dans une moins bonne situation que les autres.
I agree that the European Parliament did not have the opportunity - OR that it was not given the opportunity, as we had reached the end of the parliamentary term - to discuss the directives.	Je suis d'accord sur le fait que le Parlement européen n'a pas eu l'occasion ­ ou ne se l'est pas donnée, car c'était la fin de la législature ­ de parler des orientations.
I agree that the European Parliament did not have the opportunity - or that it was not given the opportunity, AS we had reached the end of the parliamentary term - to discuss the directives.	Je suis d'accord sur le fait que le Parlement européen n'a pas eu l'occasion ­ ou ne se l'est pas donnée, car c'était la fin de la législature ­ de parler des orientations.
I do not think, HOWEVER, that this report has come too late.	Mais je ne pense pas que le rapport arrive en retard.
We need to consider it together, so that the new Objective 1 programmes and the plans for regional development, which have been drafted BEFORE the directives come into force, can be submitted for revision and proper assessment.	Nous avons besoin d'une réflexion commune pour que les nouveaux programmes de l'objectif 1 et les plans de développement régional qui ont été élaborés avant même que les orientations ne deviennent opérationnelles puissent faire l'objet d'une révision et d'une véritable évaluation.
We all agree that we should ask that, halfway through these programmes, WHEN the assessment of the directives is made, Parliament should be given an equally influential role on the grounds that we are the citizens' representatives.	Il est nécessaire de coordonner les programmes des différents objectifs. Nous sommes tous d'accord pour demander qu'à mi-parcours de ces programmes, au moment de l'évaluation des orientations, le Parlement puisse être un des protagonistes, car nous représentons les citoyens.
They need to see the political dimension working, to see that officials accept their responsibilities AND that there is communication with the citizens.	Ils ont besoin que la dimension politique fonctionne, qu'il y ait des responsabilités, qu'une communication soit établie avec les citoyens.
WHILE urban renewal in our cities is very important we must always strike a balance in our policies between promoting rural development and improving the lives of city dwellers.	Si le renouveau de nos villes est très important, nos politiques doivent toujours trouver un équilibre entre la promotion du développement rural et l'amélioration du cadre de vie des citadins.
In conclusion, WHILE key infrastructure projects have been supported by the European Regional Development Fund and the Cohesion Fund, we should remember that the European Social Fund has played a very important role in helping the less well-off in our society.	En conclusion, si le Fonds européen de développement régional et le Fonds de cohésion ont soutenu des projets d'infrastructures clés, nous devons nous rappeler que le Fonds social européen a joué un rôle très important en aidant les moins favorisés de notre société.
Mr President, on numerous occasions in the past I have disagreed with the rapporteur on her approach to regional policy issues. This time, HOWEVER, I actually agree with her.	Monsieur le Président, dans le passé, j'ai assez souvent été en désaccord avec Mme le rapporteur pour son approche des questions de la politique régionale, mais cette fois je souscris à ses vues.
Whether OR not this will encourage her to continue along the same path, I cannot say. Nevertheless, I would like to commend her on her work.	Je ne sais si cela va l'encourager à poursuivre dans la même voie, mais je voudrais en tout état de cause lui adresser mes félicitations.
Whether or not this will encourage her to continue along the same path, I cannot say. NEVERTHELESS, I would like to commend her on her work.	Je ne sais si cela va l'encourager à poursuivre dans la même voie, mais je voudrais en tout état de cause lui adresser mes félicitations.
The second point I would like to make is that we would have preferred it IF the guidelines had been added to the regulation in the form of an annex, as we and Mrs McCarthy, as rapporteurs for the general regulation, had asked.	La deuxième chose que je voudrais dire est que, pour notre part, nous préférerions, comme nous l'avions demandé à Mme McCarthy en tant que rapporteurs du règlement général, que les orientations soient jointes au règlement sous forme d'annexe.
The second point I would like to make is that we would have preferred it if the guidelines had been added to the regulation in the form of an annex, AS we and Mrs McCarthy, as rapporteurs for the general regulation, had asked.	La deuxième chose que je voudrais dire est que, pour notre part, nous préférerions, comme nous l'avions demandé à Mme McCarthy en tant que rapporteurs du règlement général, que les orientations soient jointes au règlement sous forme d'annexe.
Unfortunately, this did not happen. Mr Bernié is not to blame for this AS it was a matter for the previous committee.	Cela n'a malheureusement pas été le cas et M. Barnier n'y est pour rien : la question relevait de la précédente Commission.
They are particularly beneficial to the Member States, AND I would particularly like to draw your attention to the emphasis the Commission has placed on the issues of sustainable development, job creation and, more particularly, on equal opportunities and transport issues.	Elles sont d'un grand secours pour les États membres, et je veux souligner en particulier la place importante accordée par la Commission aux questions du développement durable, de l'augmentation du nombre d'emplois - l'accent étant mis sur l'égalité des chances - et des transports.
As an islander, HOWEVER, I would like to express my dissatisfaction at the lack of recognition of island development.	Cela étant, j'ai un grief à exprimer en tant qu'insulaire du fait qu'on a négligé le développement des îles.
This is not the first time that this issue has not been given the consideration it deserves. This has been an ongoing concern for the five years that I have been a Member of this Parliament, AND I have raised the issue time and time again.	Il n'est pas accordé à cette question l'importance qui conviendrait, et ce n'est pas la première fois : c'est une histoire qui dure depuis cinq ans que je suis député au Parlement, et j'ai abordé à maintes reprises cette question.
THEREFORE, the Commission should address the issue once and for all.	Par conséquent, la Commission devra enfin examiner cette question particulière.
The time has come to implement the programmes, AND so Member States should also assume their responsibilities and do their jobs properly.	Au demeurant, Monsieur le Commissaire, le moment est enfin venu de mettre les programmes en uvre. Par conséquent, les États membres doivent assumer, eux aussi, leurs responsabilités et bien faire leur travail.
The time has come to implement the programmes, and SO Member States should also assume their responsibilities and do their jobs properly.	Au demeurant, Monsieur le Commissaire, le moment est enfin venu de mettre les programmes en uvre. Par conséquent, les États membres doivent assumer, eux aussi, leurs responsabilités et bien faire leur travail.
The time has come to implement the programmes, and so Member States should ALSO assume their responsibilities and do their jobs properly.	Au demeurant, Monsieur le Commissaire, le moment est enfin venu de mettre les programmes en uvre. Par conséquent, les États membres doivent assumer, eux aussi, leurs responsabilités et bien faire leur travail.
I am absolutely certain that this code will be observed AND that Parliament will keep abreast of all the developments and details concerning the implementation of the programmes.	Je suis tout à fait convaincu que ce code sera respecté et que le Parlement sera tenu informé de toutes les évolutions et des détails de la mise en uvre des programmes.
I know many have already done so, BUT she has indeed earned our praise for being particularly open and attentive to proposals from all sides, and I think it is this openness which has given her report the quality we see today.	Je crois que beaucoup l'ont fait déjà, mais c'est qu'elle le mérite, car elle a été particulièrement ouverte et attentive aux propositions des uns et des autres, et je pense que sa disponibilité a donné à son rapport la qualité que nous observons aujourd'hui.
I know many have already done so, but she has INDEED earned our praise for being particularly open and attentive to proposals from all sides, and I think it is this openness which has given her report the quality we see today.	Je crois que beaucoup l'ont fait déjà, mais c'est qu'elle le mérite, car elle a été particulièrement ouverte et attentive aux propositions des uns et des autres, et je pense que sa disponibilité a donné à son rapport la qualité que nous observons aujourd'hui.
I know many have already done so, but she has indeed earned our praise for being particularly open and attentive to proposals from all sides, AND I think it is this openness which has given her report the quality we see today.	Je crois que beaucoup l'ont fait déjà, mais c'est qu'elle le mérite, car elle a été particulièrement ouverte et attentive aux propositions des uns et des autres, et je pense que sa disponibilité a donné à son rapport la qualité que nous observons aujourd'hui.
I share the regrets she expressed, namely that Parliament has become involved rather late in the day as regards these guidelines, SINCE by now the procedure for negotiations with the states is so far advanced that I cannot see this report having any sort of immediate effect, which in my view is a pity.	Je m'associerai au regret qu'elle a exprimé que le Parlement ait en quelque sorte pris le train en marche concernant ces orientations, puisque la procédure de négociation avec les États est aujourd'hui à ce point avancée que l'on ne peut pas penser que ce rapport aura un impact immédiat, ce que je déplore.
CONSEQUENTLY, I feel we must look to the future and establish guidelines for the mid-term review in 2003, and thus have an influence on the second phase of programming set to follow 2003.	En conséquence, il me semble qu'il doit anticiper et établir les lignes directrices de la révision à mi-parcours de 2003, voire influencer la seconde phase de programmation qui suivra 2003.
Consequently, I feel we must look to the future and establish guidelines for the mid-term review in 2003, and THUS have an influence on the second phase of programming set to follow 2003.	En conséquence, il me semble qu'il doit anticiper et établir les lignes directrices de la révision à mi-parcours de 2003, voire influencer la seconde phase de programmation qui suivra 2003.
In brief, I would like to say that we are entering the period WHEN we are called upon to manage the programming for 2000-2006, which must be no routine period for the good reason that we have two major challenges to face.	En peu de mots, je voudrais dire que nous entrons dans une période de gestion de la programmation 2000-2006, qui ne doit pas être une période de routine, pour la simple et bonne raison que nous avons deux grands défis à relever.
Subsidies are not enough to ensure development WHEN infrastructure and public services are lacking.	Les subventions ne suffisent pas pour faire du développement, quand font défaut les infrastructures ou les services publics.
These are two areas of action which I invite the Commissioner to set up AND in which I would ask him to involve us.	Voilà deux chantiers que j'invite le commissaire à mettre en uvre et auxquels je lui demande de nous associer.
AS you know, it is up to each State to redistribute part of the total appropriation.	On sait qu'il appartient à chacun des États de redistribuer une partie des enveloppes.
Europe should not be completely absent, AS the states tend to want.	Il ne faudrait pas, comme ont tendance à le vouloir les États, que l'Europe disparaisse complètement.
Public opinion and the press nowadays accuse us of being unavailable to give a response, even THOUGH we are going to be funding a large proportion of the national operations.	Aujourd'hui, les opinions publiques, la presse, nous accusent d'être aux abonnés absents alors que nous allons financer une grande part des efforts nationaux.
I ALSO think we should ensure, or ask Member States to ensure, that there is some publicity given to European aid whenever it is used to repair damage caused by natural disasters or accidents.	Je pense qu'il faudrait aussi que nous instaurions ou que nous demandions aux États membres qu'ils assurent une information sur les aides européennes, chaque fois qu'elles sont mobilisées pour réparer les dégâts causés par des catastrophes naturelles ou des accidents.
As far AS French planning experts are concerned, for example, the most probable scenario today is that of the entrenchment of regional disparities within each country.	Pour les experts du plan français, par exemple, le scénario le plus probable est aujourd'hui un creusement des différenciations régionales à l'intérieur de chaque pays.
As far as French planning experts are concerned, FOR EXAMPLE, the most probable scenario today is that of the entrenchment of regional disparities within each country.	Pour les experts du plan français, par exemple, le scénario le plus probable est aujourd'hui un creusement des différenciations régionales à l'intérieur de chaque pays.
The Commission, HOWEVER, though bound to issue guidelines, does so only reluctantly and in a vague manner.	Or, la Commission, tenue de présenter des orientations, ne le fait qu'avec regret et de façon floue.
The Commission, however, THOUGH bound to issue guidelines, does so only reluctantly and in a vague manner.	Or, la Commission, tenue de présenter des orientations, ne le fait qu'avec regret et de façon floue.
Over the coming years, faced with the challenges of globalisation and eastward enlargement, Europe will, more than ever BEFORE, require appropriate detailed guidance on how to plan and revitalise its economy.	Je pense qu'au cours de ces prochaines années, devant le défi de la mondialisation et de l'élargissement à l'Est, l'Europe aura plus que jamais besoin d'orientations adéquates et précises quant à la programmation et à la relance de son économie.
For this to be possible, what we need from the European Commission are not just good intentions, BUT clearer guidelines and a firm commitment to monitoring the way these resources are used by the Member States.	Pour ce faire, il faut une Commission européenne qui, au delà de ses bonnes intentions, clarifie ses lignes directrices et s'engage un maximum dans le contrôle de l'utilisation de ces ressources par les États membres.
FOR EXAMPLE, in recent years Italy has had problems in utilising the Structural Funds, mainly because of excessive bureaucracy, insufficient information and a lack of involvement of economic and social operators at local level.	L'Italie, par exemple, au cours de ces dernières années, a rencontré des difficultés dans l'utilisation des fonds structurels, surtout en raison d'une bureaucratie excessive, d'un manque d'information et de l'implication quasi absente des opérateurs économiques et sociaux au niveau local.
There are, THEREFORE, two points to which I would like to draw the Commission' s attention. Firstly, we need to make the best possible use of consultation as a means of ensuring proper coordination and participation by all local and regional operators in decision-making, precisely so that imbalances and inequalities can be avoided.	Il y a donc deux points sur lesquels je voudrais attirer l'attention de la Commission : tout d'abord, il convient d'utiliser au mieux la concertation en tant qu'instrument de coordination et de participation aux décisions des opérateurs locaux et régionaux, justement dans le but d'éviter des déséquilibres et des inégalités.
There are, therefore, two points to which I would like to draw the Commission' s attention. Firstly, we need to make the best possible use of consultation as a means of ensuring proper coordination and participation by all local and regional operators in decision-making, precisely SO THAT imbalances and inequalities can be avoided.	Il y a donc deux points sur lesquels je voudrais attirer l'attention de la Commission : tout d'abord, il convient d'utiliser au mieux la concertation en tant qu'instrument de coordination et de participation aux décisions des opérateurs locaux et régionaux, justement dans le but d'éviter des déséquilibres et des inégalités.
Secondly, a genuine effort is required to make administrative procedures simpler and more transparent, SINCE, they are all too often unnecessarily lengthy and complicated, to the point of hindering access to the Funds. This is something about which European small and medium-sized businesses, in particular, tend to complain.	Deuxièmement, il faut vraiment simplifier et rendre plus transparents les processus administratifs, qui trop souvent présentent une longueur et une complexité inutiles au point de porter préjudice à l'accès aux fonds, chose dont se plaignent surtout les petites et moyennes entreprises européennes.
Mr President, like my colleague Mr Evans, it is a particular pleasure to rise and make my first speech to this House on this very important issue, especially SINCE I represent a part of the United Kingdom, the West Midlands, which has hitherto benefited from Objective 2 funding in particular.	Monsieur le Président, à l'instar de mon collègue, M. Evans, je me réjouis que le premier discours que je viens prononcer devant cette Assemblée porte sur un sujet aussi important, en particulier parce que je représente une partie du Royaume-Uni, les West Midlands, qui a jusqu'ici bénéficié des fonds de l'objectif 2.
Mr President, like my colleague Mr Evans, it is a particular pleasure to rise and make my first speech to this House on this very important issue, especially since I represent a part of the United Kingdom, the West Midlands, which has hitherto benefited from Objective 2 funding IN PARTICULAR.	Monsieur le Président, à l'instar de mon collègue, M. Evans, je me réjouis que le premier discours que je viens prononcer devant cette Assemblée porte sur un sujet aussi important, en particulier parce que je représente une partie du Royaume-Uni, les West Midlands, qui a jusqu'ici bénéficié des fonds de l'objectif 2.
BUT the report before the House tonight is a prime example of how, if we are not very careful, we can produce very grandiose-sounding ideas that lack the substance to make them relevant to the people who benefit directly from them.	Mais le rapport présenté ce soir au Parlement est un excellent exemple de ce que, si nous n'y prenons pas garde, nous pouvons créer des idées qui semblent grandioses mais qui manquent de la substance nécessaire pour être pertinentes pour les personnes en bénéficiant directement.
But the report before the House tonight is a prime example of how, IF we are not very careful, we can produce very grandiose-sounding ideas that lack the substance to make them relevant to the people who benefit directly from them.	Mais le rapport présenté ce soir au Parlement est un excellent exemple de ce que, si nous n'y prenons pas garde, nous pouvons créer des idées qui semblent grandioses mais qui manquent de la substance nécessaire pour être pertinentes pour les personnes en bénéficiant directement.
The report itself is well-intentioned but, AS so often when we deal with these issues, lacks clarity of purpose and a sound basis for operability.	Le rapport lui-même part d'une bonne intention, mais, comme cela arrive bien souvent lorsque nous traitons de ces sujets, manque de clarté quant à son objectif et d'une base solide pour son fonctionnement.
The report itself is well-intentioned but, as so often WHEN we deal with these issues, lacks clarity of purpose and a sound basis for operability.	Le rapport lui-même part d'une bonne intention, mais, comme cela arrive bien souvent lorsque nous traitons de ces sujets, manque de clarté quant à son objectif et d'une base solide pour son fonctionnement.
That is why I and my Group are proposing three key amendments and additions to the text, not to take anything away from the proposal, BUT to make it more relevant to those whom it is there to guide.	C'est pourquoi mon groupe et moi-même proposons trois amendements-clés et des ajouts au texte. Il ne s'agit nullement d'ôter quoi que ce soit de la proposition mais de la rendre plus pertinente pour ceux qu'elle entend guider.
Past experience dictates that, as the elected representatives of the European taxpayer, we should, and indeed must, demand financial probity and transparency in the disbursement and auditing of this money, HENCE our amendments and additions relate to achieving what are known as "value for money" indicators in the grant-giving process.	L'expérience du passé montre que nous devrions et nous devons, en tant que députés élus des contribuables européens, exiger la probité financière et la transparence dans le versement et le contrôle des sommes allouées. Nos amendements et ajouts visent donc à établir des indicateurs de ce que l'on connaît sous l'expression "en avoir pour son argent" dans le processus d'octroi des crédits.
BUT at the mid-way point or end of that period there is no effective way of terminating the project if it has not proved successful.	Maisà mi-parcours ou à la fin de cette période, il n'y a pas de moyen efficace pour mettre un terme au projet si celui-ci ne s'est pas avéré fructueux.
But at the mid-way point or end of that period there is no effective way of terminating the project IF it has not proved successful.	Maisà mi-parcours ou à la fin de cette période, il n'y a pas de moyen efficace pour mettre un terme au projet si celui-ci ne s'est pas avéré fructueux.
Our additions THEREFORE call for the provision of practical enforceable exit strategies so that not only can we have the requisite insurance against ongoing costs which are often loaded onto the taxpayer, but we also avoid the well-rehearsed syndrome of throwing good money after bad.	Nos ajouts exigent donc que l'on prévoie des stratégies de sortie pratiques et applicables, afin que non seulement nous puissions avoir l'assurance nécessaire contre des coûts continus que doivent souvent supporter les contribuables, mais également que nous puissions éviter le syndrome qui consiste s'enfoncer dans une mauvaise affaire.
Our additions therefore call for the provision of practical enforceable exit strategies SO THAT not only can we have the requisite insurance against ongoing costs which are often loaded onto the taxpayer, but we also avoid the well-rehearsed syndrome of throwing good money after bad.	Nos ajouts exigent donc que l'on prévoie des stratégies de sortie pratiques et applicables, afin que non seulement nous puissions avoir l'assurance nécessaire contre des coûts continus que doivent souvent supporter les contribuables, mais également que nous puissions éviter le syndrome qui consiste s'enfoncer dans une mauvaise affaire.
Our additions therefore call for the provision of practical enforceable exit strategies so that not only can we have the requisite insurance against ongoing costs which are often loaded onto the taxpayer, BUT we also avoid the well-rehearsed syndrome of throwing good money after bad.	Nos ajouts exigent donc que l'on prévoie des stratégies de sortie pratiques et applicables, afin que non seulement nous puissions avoir l'assurance nécessaire contre des coûts continus que doivent souvent supporter les contribuables, mais également que nous puissions éviter le syndrome qui consiste s'enfoncer dans une mauvaise affaire.
Our additions therefore call for the provision of practical enforceable exit strategies so that not only can we have the requisite insurance against ongoing costs which are often loaded onto the taxpayer, but we ALSO avoid the well-rehearsed syndrome of throwing good money after bad.	Nos ajouts exigent donc que l'on prévoie des stratégies de sortie pratiques et applicables, afin que non seulement nous puissions avoir l'assurance nécessaire contre des coûts continus que doivent souvent supporter les contribuables, mais également que nous puissions éviter le syndrome qui consiste s'enfoncer dans une mauvaise affaire.
ALSO the type of project funded needs to be shifted away from small-scale revenue-based projects, which are hard to monitor, towards capital schemes where, in the majority of cases, the benefits are there for all to see.	Il faut également éviter que les projet financés consistent en des projets basés sur des revenus et à petite échelle, difficiles à suivre, et privilégier les plans importants dont les retombées sont dans la plupart des cas visibles pour tous.
That way the much-trumpeted need for transparency in the use of these funds and the temptation to draw unnecessarily in the longer term on the local tax base in areas where such projects are located will be diminished AND the European Parliament will show how seriously it takes the need for such reform.	On réduira de la sorte le besoin, sur lequel on ne cesse d'insister, de transparence dans l'utilisation de ces fonds et la tentation d'utiliser inutilement, dans le long terme, l'assiette de l'impôt locale dans des zones où se situent ces projets, et le Parlement européen montrera l'importance qu'il accorde au besoin d'une telle réforme.
IF these changes to the report are supported by the House today, I believe that they will move us forward in the next phase of achieving the historic objectives which the funds were set up to bring about, namely to assist - in a financially sustainable manner - those deprived areas of the European Union which need to be brought up to a decent standard of living, not by giving a hand-out but by giving a "hand-up".	Si le Parlement soutient ces modifications du rapport aujourd'hui, celles-ci nous feront, je pense, passer à la phase suivante de la poursuite des objectifs historiques pour lesquels ces fonds ont été créés, à savoir l'aide ­ qui doit être financièrement soutenable ­ aux régions démunies de l'Union européenne, qu'il nous faut porter à un niveau de vie décent, non pas en leur donnant l'aumône mais en les stimulant.
Despite the steps taken THUS far, these levels are still very high, and are unacceptably high as regards unemployment.	Ces dernières, malgré les avancées qui ont été réalisées, connaissent toujours des taux élevés et, en matière de chômage, des taux inadmissibles.
Let us not forget that WHEN these policies are effective, they also benefit European citizens by directly improving their quality of life.	N'oublions pas que ces politiques, lorsqu'elles sont efficaces, deviennent tangibles pour le citoyen européen qui en bénéficie, qui constate directement l'amélioration de sa qualité de vie.
Let us not forget that when these policies are effective, they ALSO benefit European citizens by directly improving their quality of life.	N'oublions pas que ces politiques, lorsqu'elles sont efficaces, deviennent tangibles pour le citoyen européen qui en bénéficie, qui constate directement l'amélioration de sa qualité de vie.
Let us not forget either that greater consideration should be given to the islands and remote regions of the European Union BECAUSE their geographical location is a hindrance to their economic and social development, unless of course the Commission is intending to build bridges or underwater tunnels linking them to the European mainland.	N'oublions pas non plus qu'il faudra accorder une importance toute particulière aux régions éloignées et insulaires de l'Union européenne parce qu'elles souffrent de handicaps fondamentaux dans leur développement économique et social en raison de leur position géographique. Sauf, bien sûr, si la Commission a l'intention de les relier au continent européen par des ponts ou par des tunnels sous la mer !
Let us not forget either that greater consideration should be given to the islands and remote regions of the European Union because their geographical location is a hindrance to their economic and social development, UNLESS of course the Commission is intending to build bridges or underwater tunnels linking them to the European mainland.	N'oublions pas non plus qu'il faudra accorder une importance toute particulière aux régions éloignées et insulaires de l'Union européenne parce qu'elles souffrent de handicaps fondamentaux dans leur développement économique et social en raison de leur position géographique. Sauf, bien sûr, si la Commission a l'intention de les relier au continent européen par des ponts ou par des tunnels sous la mer !
In closing, I would like to point out that the structural policies as a whole require greater flexibility SO THAT they can adapt to changing circumstances and thereby respond to the new challenges and opportunities of the new millennium, for which we all hope for the best.	Pour terminer, je voudrais souligner que les politiques structurelles, dans leur ensemble, appellent une plus grande souplesse pour s'adapter aux évolutions et répondre ainsi aux nouveaux défis et aux chances qui se font jour avec l'avènement d'un nouveau millénaire, pour lequel nous souhaitons tous le meilleur.
In closing, I would like to point out that the structural policies as a whole require greater flexibility so that they can adapt to changing circumstances and THEREBY respond to the new challenges and opportunities of the new millennium, for which we all hope for the best.	Pour terminer, je voudrais souligner que les politiques structurelles, dans leur ensemble, appellent une plus grande souplesse pour s'adapter aux évolutions et répondre ainsi aux nouveaux défis et aux chances qui se font jour avec l'avènement d'un nouveau millénaire, pour lequel nous souhaitons tous le meilleur.
Mr President, Mrs Schroedter' s report undoubtedly contains several important observations, AND I would like to congratulate her on that.	Monsieur le Président, nul doute que le rapport de Mme Schroedter contient nombre d'observations importantes et je l'en félicite.
HOWEVER, I feel that we should be a little more concerned about the actual direction and outcome of the Community' s regional policy.	Mais je suis d'avis que nous devrions nous inquiéter davantage encore des orientations et des résultats de la politique régionale de la Communauté.
IF we examine the data presented in the sixth periodic report, we will see that the last decade has witnessed a proliferation of regional disparities.	D'après les données du sixième rapport, on relève, pour les dix dernières années, des écarts considérables dans les inégalités régionales.
Little consideration, IF any at all, has been given to the great problems facing the island regions of the Union whose shortcomings as regards infrastrucutres structure, transport, communication and energy has resulted in their gradual depopulation.	Jusqu'à présent, il n'a été accordé que très peu, voire aucune attention aux énormes problèmes des régions insulaires de l'Union, où les déficiences dans les domaines des infrastructures, des transports, des communications et de l'énergie conduisent invariablement à la désertification.
Unfortunately, the new guidelines seem to be heading in the same direction AND there are no signs that things will change once they have been implemented.	Les nouvelles lignes directrices vont malheureusement dans le même sens et rien ne montre que leur application rende un changement possible.
Unfortunately, the new guidelines seem to be heading in the same direction and there are no signs that things will change ONCE they have been implemented.	Les nouvelles lignes directrices vont malheureusement dans le même sens et rien ne montre que leur application rende un changement possible.
Secondly, I agree with what has already been said on the issue of the islands AND I would also like to bring the outermost regions to your attention.	Deuxièmement, je suis d'accord avec ce qu'un collègue a dit ici concernant la thématique des îles et je voudrais attirer aussi l'attention sur les régions ultrapériphériques.
Secondly, I agree with what has already been said on the issue of the islands and I would ALSO like to bring the outermost regions to your attention.	Deuxièmement, je suis d'accord avec ce qu'un collègue a dit ici concernant la thématique des îles et je voudrais attirer aussi l'attention sur les régions ultrapériphériques.
I would like to ask IF the Commission is able to enlighten us on the reasons for the delay in the Commission' s report on the outermost regions, which has been long awaited by Parliament?	Je profite de cette occasion pour demander si la Commission peut nous éclairer quant aux raisons du retard du rapport de la Commission sur les régions ultrapériphériques, que le Parlement attend depuis longtemps ?
HOWEVER, contrary to their claim to provide guidance, the Commission' s proposals in this respect are reminiscent to a far greater extent of a catalogue of possible measures within the scope of the various policy areas.	Toutefois, les propositions avancées par la Commission en la matière représentent davantage un catalogue des mesures possibles dans les différents domaines plutôt que de répondre à leur ambition qui est d'offrir une orientation.
NONETHELESS, their true purpose is to give direction and to set priorities.	Pourtant, leur but originel est d'indiquer la direction à suivre et de fixer des priorités.
I agree with the rapporteur that unfortunately the Commission document contains too little in the way of recommendations to the Member States on simplifying administration, AND I support the calls for negotiations to concentrate on promoting a favourable climate for labour-intensive, small and medium-sized enterprises, on setting clear objectives for alternative sources of financing including provisions for risk capital and private financing, and on start-up help for companies including new information technologies and investment in innovative fields.	Comme le rapporteur, j'estime que le document de la Commission contient hélas trop peu de recommandations aux États membres en matière de simplification administrative et je veux mettre l'accent sur des exigences telles que celles qui suivent : les négociations doivent se concentrer sur la promotion d'un environnement favorable pour les petites et moyennes entreprises à forte intensité de main d'uvre, sur la fixation d'objectifs clairs en matière de sources alternatives de financement - en ce compris des réglementations pour le capital à risque et le financement privé -, sur les aides au démarrage d'entreprises - y compris dans le domaine des nouvelles technologies et pour ce qui est des investissements dans des domaines novateurs.
I should be very grateful, Mrs Schroedter, IF you would actually include this proposed amendment in the part relating to subsidiarity in your positive deliberations.	Je me réjouirais, Madame Schroedter, que vous puissiez considérer positivement l'inclusion de cette proposition d'amendement, et aussi dans l'intérêt de la subsidiarité.
Unfortunately, the excellent Schroedter report did not take account of this criterion, despite the fact that there is considerable evidence to show - AS we shall see later in the Berend report - how, in fact, these funds are providing splendid assistance to the most backward regions in order to bridge the gulf that separates them from Europe' s most highly-developed regions.	Malheureusement, l'excellent rapport de Schroedter n'a pas pris en considération ce critère malgré les nombreuses preuves ­ et nous le verrons plus tard dans le rapport Berend ­ de ce que ces fonds aident effectivement de manière formidable les régions les plus en retard à réduire l'écart qui les sépare des régions les plus développées d'Europe.
Unfortunately, the excellent Schroedter report did not take account of this criterion, despite the fact that there is considerable evidence to show - as we shall see later in the Berend report - how, IN FACT, these funds are providing splendid assistance to the most backward regions in order to bridge the gulf that separates them from Europe' s most highly-developed regions.	Malheureusement, l'excellent rapport de Schroedter n'a pas pris en considération ce critère malgré les nombreuses preuves ­ et nous le verrons plus tard dans le rapport Berend ­ de ce que ces fonds aident effectivement de manière formidable les régions les plus en retard à réduire l'écart qui les sépare des régions les plus développées d'Europe.
